time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-02-01T21:04:44.40Z,29.0555249,-81.2577652,969.378,45.15,33.21,-6.27,211.013,212.852,14.56,36.33512,2.05385,3,4
2017-02-01T21:04:44.60Z,29.0556417,-81.2576806,970.846,46.92,36.20,-5.59,173.436,149.645,11.41,37.65296,2.13824,3,4
2017-02-01T21:04:45.40Z,29.0559507,-81.2573917,972.605,45.55,35.53,-4.44,100.370,91.986,5.00,37.95355,0.86813,3,4
2017-02-01T21:04:45.60Z,29.0560212,-81.2573262,975.041,44.97,35.28,-5.16,91.823,84.323,4.60,38.11168,0.84492,3,4
2017-02-01T21:04:45.80Z,29.0560990,-81.2572552,976.620,44.45,34.93,-5.09,85.627,78.524,4.46,38.16451,0.88960,3,4
2017-02-01T21:04:46.00Z,29.0561802,-81.2571844,978.029,43.77,34.22,-4.84,80.566,73.730,4.39,38.01455,0.90356,3,4
2017-02-01T21:04:46.20Z,29.0562569,-81.2571196,979.826,43.19,33.58,-4.64,76.353,69.760,4.34,37.86556,0.92053,3,4
2017-02-01T21:04:46.40Z,29.0563284,-81.2570587,981.006,42.30,33.04,-4.29,72.762,66.357,4.23,37.99122,0.91572,3,4
2017-02-01T21:04:46.60Z,29.0564024,-81.2569946,982.104,41.85,32.95,-4.33,69.814,63.718,4.18,38.21548,0.95155,3,4
2017-02-01T21:04:46.80Z,29.0564750,-81.2569326,983.671,41.18,32.44,-4.58,67.225,61.399,4.03,38.22815,0.94480,3,4
2017-02-01T21:04:47.00Z,29.0565432,-81.2568748,984.522,40.21,31.67,-4.46,65.145,59.560,3.94,38.22211,0.96744,3,4
2017-02-01T21:04:47.20Z,29.0566063,-81.2568199,984.977,39.31,31.01,-4.26,63.256,57.885,3.86,38.26722,0.99885,3,4
2017-02-01T21:04:47.40Z,29.0566652,-81.2567667,984.974,38.29,30.50,-3.80,61.361,56.131,3.79,38.54088,0.97910,3,4
2017-02-01T21:04:47.60Z,29.0567280,-81.2567122,985.761,37.74,29.80,-3.72,59.556,54.466,3.73,38.28964,0.96575,3,4
2017-02-01T21:04:47.80Z,29.0567988,-81.2566503,988.153,37.00,29.15,-3.51,51.990,46.151,3.28,38.22983,0.91203,3,5
2017-02-01T21:04:48.00Z,29.0568723,-81.2565856,991.010,36.18,28.44,-3.24,48.353,41.818,3.15,38.17344,0.94049,3,5
2017-02-01T21:04:48.20Z,29.0569393,-81.2565272,993.277,35.99,28.12,-3.62,45.499,38.385,3.06,38.00362,0.93798,3,5
2017-02-01T21:04:48.40Z,29.0570081,-81.2564675,995.299,35.78,27.98,-3.73,43.306,35.694,3.06,38.02723,0.92825,3,5
2017-02-01T21:04:48.60Z,29.0570775,-81.2564076,996.593,36.02,28.02,-3.83,41.592,33.622,3.10,37.87450,0.92742,3,5
2017-02-01T21:04:48.80Z,29.0571525,-81.2563436,997.793,36.71,28.41,-3.78,40.029,31.821,2.99,37.73254,0.94543,3,5
2017-02-01T21:04:49.00Z,29.0572293,-81.2562805,999.380,37.48,28.66,-3.97,38.693,30.275,2.92,37.40226,0.90185,3,5
2017-02-01T21:04:49.20Z,29.0573046,-81.2562172,1000.658,37.87,28.86,-3.91,37.461,28.846,2.87,37.31539,0.90828,3,5
2017-02-01T21:04:49.40Z,29.0573753,-81.2561575,1000.991,38.19,29.02,-3.77,36.318,27.550,2.83,37.22965,0.96536,3,5
2017-02-01T21:04:49.60Z,29.0574664,-81.2560761,1001.361,39.24,30.17,-3.59,34.230,26.371,2.52,37.55705,0.92706,3,6
2017-02-01T21:04:49.80Z,29.0575589,-81.2559968,1003.109,39.57,30.29,-3.50,31.230,24.822,2.15,37.42856,0.86653,3,7
