time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-01-09T14:40:30.60Z,28.2199400,-82.1506510,20.479,-3.82,0.02,-1.23,167.418,99.500,5.57,179.65912,13.82801,3,4
2017-01-09T14:40:30.80Z,28.2199309,-82.1506509,16.875,-3.35,-0.12,-0.89,129.295,91.981,4.68,180.74686,15.25334,3,4
2017-01-09T14:40:31.00Z,28.2198926,-82.1506635,18.034,-3.20,-0.18,-0.77,117.543,79.427,3.45,182.24389,12.44022,3,4
2017-01-09T14:40:31.20Z,28.2198888,-82.1506612,17.457,-3.16,-0.12,-0.72,100.556,64.949,2.92,182.16867,9.93596,3,4
2017-01-09T14:40:31.40Z,28.2198962,-82.1506559,13.942,-2.76,-0.07,-0.62,90.322,55.850,2.71,181.85615,11.02447,3,4
2017-01-09T14:40:31.60Z,28.2198725,-82.1506607,15.568,-2.09,-0.17,-0.83,83.943,51.216,2.60,182.89647,14.35358,3,4
2017-01-09T14:40:31.80Z,28.2198258,-82.1506655,18.357,-1.70,-0.41,-0.71,76.616,48.143,2.47,186.01579,22.36784,3,4
2017-01-09T14:40:32.00Z,28.2197598,-82.1506795,19.312,-2.20,-0.40,-0.75,69.785,44.367,2.43,188.93557,15.33806,3,4
2017-01-09T14:40:32.20Z,28.2196827,-82.1506819,24.552,-0.94,-0.01,-0.34,32.728,31.186,1.48,187.16154,29.69205,3,6
2017-01-09T14:40:32.40Z,28.2196952,-82.1506881,23.579,-0.42,-0.17,-0.04,21.692,27.156,0.84,187.16154,29.69231,3,6
2017-01-09T14:40:32.60Z,28.2196883,-82.1507013,21.310,-0.36,0.07,-0.13,17.162,24.750,0.52,187.16154,29.69247,3,6
2017-01-09T14:40:32.80Z,28.2196956,-82.1507093,19.049,-0.24,0.22,-0.10,15.097,22.069,0.51,187.16154,29.69262,3,6
2017-01-09T14:40:33.00Z,28.2196718,-82.1507064,19.187,-0.40,0.02,0.04,12.264,20.142,0.45,183.88160,43.60906,3,7
2017-01-09T14:40:33.20Z,28.2196642,-82.1507052,20.213,0.04,0.03,-0.04,10.805,18.723,0.55,183.88160,43.60918,3,7
2017-01-09T14:40:33.40Z,28.2196538,-82.1507056,20.866,-0.17,0.06,0.14,9.969,17.717,0.48,183.88160,43.60928,3,7
2017-01-09T14:40:33.60Z,28.2196500,-82.1507076,21.078,-0.09,0.02,0.13,9.091,16.644,0.50,183.88160,43.60938,3,7
2017-01-09T14:40:33.80Z,28.2196396,-82.1507094,22.485,0.22,-0.01,-0.07,8.468,15.851,0.48,183.88160,43.60948,3,7
2017-01-09T14:40:34.00Z,28.2196327,-82.1507103,23.302,0.03,-0.22,-0.05,7.630,15.046,0.35,183.88160,43.60955,3,8
2017-01-09T14:40:34.20Z,28.2196212,-82.1507118,24.766,0.07,0.01,0.02,7.066,14.329,0.34,183.88160,43.60962,3,8
2017-01-09T14:40:34.40Z,28.2196199,-82.1507125,24.979,0.00,0.05,0.12,6.767,13.825,0.43,183.88160,43.60971,3,8
2017-01-09T14:40:34.60Z,28.2196196,-82.1507148,25.146,-0.01,-0.21,0.02,6.528,13.372,0.49,183.88160,43.60981,3,8
2017-01-09T14:40:34.80Z,28.2196175,-82.1507173,25.194,0.07,0.17,0.01,6.233,12.672,0.37,183.88160,43.60989,3,8
2017-01-09T14:40:35.00Z,28.2196178,-82.1507151,24.078,-0.03,0.17,-0.05,6.015,12.070,0.59,183.88160,43.61001,3,7
2017-01-09T14:40:35.20Z,28.2196228,-82.1507164,23.888,0.13,0.12,-0.01,5.618,11.690,0.44,183.88160,43.61010,3,7
2017-01-09T14:40:35.40Z,28.2196255,-82.1507152,23.999,0.25,0.59,0.02,5.352,11.462,0.55,118.73811,38.91506,3,7
2017-01-09T14:40:35.60Z,28.2196253,-82.1507170,23.353,0.33,0.23,0.03,5.202,11.137,0.75,118.73811,38.91524,3,7
2017-01-09T14:40:35.80Z,28.2196259,-82.1507170,23.091,0.51,0.21,0.02,5.125,10.986,0.62,118.73811,38.91538,3,7
2017-01-09T14:40:36.00Z,28.2196244,-82.1507184,22.770,-0.04,-0.18,0.06,4.981,10.700,0.60,118.73811,38.91552,3,7
2017-01-09T14:40:36.20Z,28.2196236,-82.1507169,22.824,0.07,-0.08,0.02,4.840,10.476,0.37,118.73811,38.91561,3,7
2017-01-09T14:40:36.40Z,28.2196228,-82.1507141,23.141,0.02,0.01,-0.12,4.787,10.355,0.67,118.73811,38.91576,3,7
2017-01-09T14:40:36.60Z,28.2196223,-82.1507113,23.322,-0.07,-0.05,-0.29,4.725,10.225,0.73,118.73811,38.91593,3,7
2017-01-09T14:40:36.80Z,28.2196191,-82.1507117,23.242,-0.35,-0.01,-0.51,4.628,10.058,0.65,118.73811,38.91608,3,7
2017-01-09T14:40:37.00Z,28.2196182,-82.1507113,23.353,-0.26,-0.27,-0.37,4.582,9.968,0.69,118.73811,38.91624,3,8
2017-01-09T14:40:37.20Z,28.2196185,-82.1507111,23.686,-0.29,-0.32,-0.36,4.535,9.894,0.73,118.73811,38.91641,3,8
2017-01-09T14:40:37.40Z,28.2196203,-82.1507108,23.956,-0.08,-0.57,-0.32,4.465,9.674,0.76,190.17405,39.07387,3,8
2017-01-09T14:40:37.60Z,28.2196211,-82.1507103,23.688,-0.11,-0.29,-0.23,4.398,9.446,0.72,190.17405,39.07404,3,8
2017-01-09T14:40:37.80Z,28.2196221,-82.1507094,23.475,-0.09,-0.25,-0.13,4.336,9.227,0.66,190.17405,39.07419,3,8
2017-01-09T14:40:38.00Z,28.2196227,-82.1507079,23.393,-0.04,-0.28,-0.09,4.273,9.011,0.50,190.17405,39.07430,3,8
2017-01-09T14:40:38.20Z,28.2196226,-82.1507065,23.368,-0.01,-0.17,0.02,4.225,8.870,0.57,190.17405,39.07443,3,8
2017-01-09T14:40:38.40Z,28.2196224,-82.1507051,23.476,-0.02,-0.11,0.03,4.174,8.767,0.57,190.17405,39.07456,3,8
2017-01-09T14:40:38.60Z,28.2196220,-82.1507028,23.742,-0.01,0.08,-0.01,4.125,8.670,0.53,190.17405,39.07469,3,8
2017-01-09T14:40:38.80Z,28.2196218,-82.1507005,23.932,0.01,0.02,-0.02,4.078,8.570,0.50,190.17405,39.07480,3,8
2017-01-09T14:40:39.00Z,28.2196214,-82.1506970,24.306,0.02,0.09,-0.02,4.004,8.454,0.33,190.17405,39.07488,3,8
2017-01-09T14:40:39.20Z,28.2196220,-82.1506952,24.403,-0.10,0.20,0.01,3.962,8.359,0.46,190.17405,39.07498,3,8
2017-01-09T14:40:39.40Z,28.2196225,-82.1506923,24.699,0.01,0.09,-0.14,3.910,8.256,0.48,190.17405,39.07509,3,8
2017-01-09T14:40:39.60Z,28.2196233,-82.1506906,24.576,-0.11,0.07,-0.08,3.869,8.149,0.50,190.17405,39.07521,3,9
2017-01-09T14:40:39.80Z,28.2196236,-82.1506895,24.511,-0.10,0.05,-0.14,3.837,8.055,0.52,190.17405,39.07533,3,9
2017-01-09T14:40:40.00Z,28.2196238,-82.1506888,24.256,-0.05,-0.05,-0.11,3.818,7.969,0.48,190.17405,39.07544,3,9
2017-01-09T14:40:40.20Z,28.2196242,-82.1506883,24.265,0.11,-0.16,0.02,3.800,7.871,0.43,190.17405,39.07553,3,9
2017-01-09T14:40:40.40Z,28.2196247,-82.1506875,24.051,-0.04,-0.21,0.15,3.772,7.740,0.48,190.17405,39.07564,3,9
2017-01-09T14:40:40.60Z,28.2196245,-82.1506858,24.063,-0.21,-0.18,0.07,3.741,7.610,0.33,190.17405,39.07572,3,9
