time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-02-06T20:20:49.80Z,27.7576734,-80.4902665,2823.087,52.06,-55.99,-101.20,988.156,4347.948,254.06,312.91453,21.85638,3,4
2017-02-06T20:20:50.00Z,27.7577587,-80.4903498,2832.353,44.02,-51.05,-59.03,475.695,2031.922,101.77,310.76966,12.53082,3,4
2017-02-06T20:21:10.40Z,27.7701785,-80.5032146,5617.707,45.10,-44.40,-6.14,248.462,257.851,5.20,315.45094,3.11319,3,4
2017-02-06T20:21:10.60Z,27.7707430,-80.5032644,5751.945,41.52,-47.90,-7.78,196.037,232.762,3.96,310.91944,2.58387,3,4
2017-02-06T20:21:10.80Z,27.7711252,-80.5033223,5854.458,40.04,-48.66,-9.01,167.031,212.740,3.56,309.44922,2.34067,3,4
2017-02-06T20:21:11.00Z,27.7714221,-80.5033932,5937.865,39.28,-48.77,-9.90,146.323,195.429,3.28,308.84797,2.26190,3,4
2017-02-06T20:21:11.20Z,27.7716515,-80.5034665,6002.313,38.50,-49.06,-10.38,130.371,180.560,2.94,308.12499,2.21678,3,4
2017-02-06T20:21:11.40Z,27.7718569,-80.5035337,6056.615,38.30,-49.12,-10.92,117.641,167.301,2.75,307.94449,2.08537,3,4
2017-02-06T20:21:11.60Z,27.7722023,-80.5040059,5930.339,37.45,-49.69,-9.75,118.766,162.545,2.52,306.99903,1.95505,3,5
2017-02-06T20:21:11.80Z,27.7724178,-80.5043324,5858.273,36.39,-49.80,-9.18,117.500,157.430,2.36,306.15860,1.91856,3,5
2017-02-06T20:21:12.00Z,27.7725893,-80.5045723,5819.825,35.59,-49.97,-8.91,115.361,152.468,2.25,305.45612,1.78832,3,5
2017-02-06T20:21:12.20Z,27.7727368,-80.5047945,5786.057,34.62,-49.77,-8.62,113.741,148.227,2.23,304.82219,1.73331,3,5
2017-02-06T20:21:12.40Z,27.7728583,-80.5049819,5759.339,34.39,-50.21,-8.26,111.654,144.349,2.05,304.40914,1.65773,3,5
2017-02-06T20:21:12.60Z,27.7729777,-80.5051516,5748.089,34.12,-50.60,-8.50,109.254,140.081,1.91,303.99168,1.59722,3,5
2017-02-06T20:21:12.80Z,27.7730791,-80.5053039,5738.831,33.93,-50.49,-8.72,106.718,136.015,1.86,303.90133,1.58788,3,5
2017-02-06T20:21:13.00Z,27.7731664,-80.5054478,5732.816,33.71,-50.66,-8.73,104.056,131.990,1.85,303.63923,1.64890,3,5
2017-02-06T20:21:13.20Z,27.7730081,-80.5053526,5719.824,33.15,-50.38,-8.34,106.417,137.420,1.77,303.34913,1.71708,3,5
2017-02-06T20:21:13.40Z,27.7728800,-80.5052857,5706.878,32.63,-50.19,-8.01,107.142,140.818,1.72,303.02689,1.68037,3,5
2017-02-06T20:21:13.60Z,27.7727874,-80.5052558,5689.285,32.23,-50.11,-7.67,107.257,143.002,1.71,302.74942,1.67067,3,5
2017-02-06T20:21:13.80Z,27.7726877,-80.5052436,5668.772,31.97,-50.18,-7.34,106.984,144.459,1.67,302.50498,1.81484,3,5
2017-02-06T20:21:14.00Z,27.7725940,-80.5052308,5651.666,31.58,-50.41,-7.06,106.235,145.417,1.66,302.06545,1.92017,3,5
2017-02-06T20:21:14.20Z,27.7725175,-80.5052381,5632.422,31.28,-50.29,-6.85,105.205,145.669,1.68,301.87624,2.00691,3,5
