time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-01-21T19:10:42.40Z,28.2199463,-82.1515034,-4.425,-0.98,0.60,1.05,90.918,89.108,4.66,0.00000,180.00000,3,5
2017-01-21T19:10:42.60Z,28.2199059,-82.1514944,-12.348,-0.35,0.09,0.70,49.433,39.668,2.11,0.00000,180.00000,3,6
2017-01-21T19:10:43.20Z,28.2198658,-82.1515626,-15.001,-0.10,-0.22,-0.12,35.274,31.104,0.64,0.00000,99.17206,3,6
2017-01-21T19:10:43.40Z,28.2198467,-82.1515768,-14.800,-0.02,0.00,-0.09,31.398,27.981,0.79,0.00000,99.17212,3,6
2017-01-21T19:10:43.60Z,28.2198282,-82.1515883,-16.507,0.01,0.04,0.04,28.742,26.514,0.57,0.00000,99.17218,3,6
2017-01-21T19:10:43.80Z,28.2198024,-82.1516026,-18.797,0.38,-0.01,0.14,26.313,24.697,0.62,0.00000,99.17224,3,6
2017-01-21T19:10:44.00Z,28.2197887,-82.1516109,-19.316,0.04,-0.08,0.22,24.143,22.963,0.70,0.00000,99.17230,3,6
2017-01-21T19:10:44.20Z,28.2197823,-82.1516327,-21.173,0.07,-0.15,0.35,22.011,21.672,0.70,0.00000,99.17236,3,7
2017-01-21T19:10:44.40Z,28.2197829,-82.1516397,-21.149,0.11,-0.02,0.32,20.345,20.414,0.66,0.00000,99.17242,3,7
2017-01-21T19:10:44.60Z,28.2197850,-82.1516353,-20.429,-0.05,-0.28,0.31,19.031,19.284,0.63,0.00000,99.17248,3,7
2017-01-21T19:10:44.80Z,28.2197932,-82.1516278,-20.047,-0.03,-0.28,0.24,17.882,17.966,0.60,0.00000,99.17254,3,7
2017-01-21T19:10:45.00Z,28.2198001,-82.1516239,-19.659,0.00,-0.42,0.20,16.949,17.145,0.57,284.77637,44.12379,3,7
2017-01-21T19:10:45.20Z,28.2197985,-82.1516146,-19.253,-0.04,-0.35,0.24,16.176,16.567,0.56,284.77637,44.12390,3,7
2017-01-21T19:10:45.40Z,28.2198044,-82.1516017,-17.975,0.00,-0.33,0.26,15.497,16.067,0.57,284.77637,44.12402,3,7
2017-01-21T19:10:45.60Z,28.2198098,-82.1515885,-17.153,-0.04,-0.38,0.27,14.856,15.593,0.58,284.77637,44.12414,3,7
2017-01-21T19:10:45.80Z,28.2198158,-82.1515697,-15.746,-0.06,-0.24,0.32,14.283,15.167,0.57,284.77637,44.12426,3,7
2017-01-21T19:10:46.00Z,28.2198226,-82.1515500,-14.136,0.04,-0.19,0.38,13.709,14.757,0.59,284.77637,44.12438,3,7
2017-01-21T19:10:46.20Z,28.2198258,-82.1515375,-13.344,0.07,-0.17,0.37,13.224,14.392,0.61,284.77637,44.12450,3,7
2017-01-21T19:10:46.40Z,28.2198292,-82.1515235,-12.473,0.03,-0.15,0.39,12.726,14.015,0.62,284.77637,44.12463,3,7
