time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-01-17T14:46:00.40Z,28.2251861,-82.1507265,-100.248,0.88,0.02,0.32,340.957,109.298,8.01,1.04814,22.51286,3,4
2017-01-17T14:46:00.60Z,28.2250461,-82.1507106,-93.654,0.86,0.15,0.37,154.841,52.154,3.94,3.70026,34.19478,3,4
2017-01-17T14:46:00.80Z,28.2250730,-82.1507213,-95.350,1.15,0.01,0.65,153.770,52.438,3.44,0.81860,13.40164,3,4
2017-01-17T14:46:01.00Z,28.2244984,-82.1507988,-81.019,1.32,0.11,0.60,135.371,44.664,3.17,3.01426,11.27051,3,4
2017-01-17T14:46:01.20Z,28.2240480,-82.1508576,-69.367,1.14,0.10,0.50,123.454,40.293,2.94,3.81456,13.28444,3,4
2017-01-17T14:46:01.40Z,28.2238773,-82.1508791,-64.778,0.88,0.03,0.42,115.942,37.281,2.77,3.00308,16.18639,3,4
2017-01-17T14:46:01.60Z,28.2237914,-82.1508885,-62.288,1.19,0.14,0.46,109.767,34.658,2.65,5.03439,14.53843,3,4
2017-01-17T14:46:01.80Z,28.2237895,-82.1508877,-62.235,1.15,0.11,0.56,104.851,32.908,2.53,5.25713,14.22129,3,4
2017-01-17T14:46:02.00Z,28.2238259,-82.1508842,-63.294,1.55,0.25,0.53,101.721,31.834,2.48,7.31215,13.97544,3,4
2017-01-17T14:46:02.20Z,28.2238678,-82.1508799,-64.531,1.82,0.37,0.71,100.221,31.310,2.47,9.29637,14.64491,3,4
2017-01-17T14:46:02.40Z,28.2238687,-82.1508808,-64.863,1.65,0.23,0.72,98.685,30.669,2.50,8.52414,13.54442,3,4
2017-01-17T14:46:02.60Z,28.2234925,-82.1509246,-54.845,1.52,0.15,0.77,94.379,29.517,2.46,6.90974,12.10655,3,4
2017-01-17T14:46:02.80Z,28.2231279,-82.1509659,-44.984,1.40,0.18,0.73,89.846,28.378,2.38,7.06124,12.60121,3,4
2017-01-17T14:46:03.00Z,28.2229540,-82.1509840,-40.037,1.77,0.20,0.75,87.568,27.676,2.35,6.60107,9.64266,3,4
2017-01-17T14:46:03.20Z,28.2228928,-82.1509904,-38.376,1.70,0.28,0.78,86.676,27.346,2.36,7.46844,14.22662,3,4
2017-01-17T14:46:03.40Z,28.2228493,-82.1509945,-37.243,1.42,0.28,0.80,85.851,27.069,2.42,8.51085,22.30593,3,4
2017-01-17T14:46:03.60Z,28.2228252,-82.1509989,-37.269,1.63,0.26,0.76,85.012,26.732,2.51,8.79029,15.10798,3,4
2017-01-17T14:46:03.80Z,28.2227550,-82.1510058,-35.311,1.66,0.48,0.76,84.280,26.517,2.55,10.71014,25.77161,3,4
2017-01-17T14:46:04.00Z,28.2226803,-82.1510142,-32.918,1.80,0.07,0.71,83.024,26.035,2.52,3.35115,10.24129,3,4
2017-01-17T14:46:04.20Z,28.2225906,-82.1510233,-30.242,1.34,0.06,0.75,81.681,25.585,2.43,3.03464,11.83508,3,4
2017-01-17T14:46:04.40Z,28.2224895,-82.1510343,-27.107,1.10,0.06,0.74,81.371,25.435,2.35,3.04657,13.59445,3,4
2017-01-17T14:46:04.60Z,28.2223969,-82.1510456,-24.382,0.92,-0.07,0.77,81.366,25.396,2.23,1.21775,23.38867,3,4
2017-01-17T14:46:04.80Z,28.2223341,-82.1510553,-22.891,1.05,-0.02,0.66,80.887,25.180,2.31,359.56996,16.06526,3,4
2017-01-17T14:46:05.00Z,28.2222665,-82.1510647,-21.337,1.05,0.02,0.72,80.489,25.020,2.25,0.45389,14.75426,3,4
2017-01-17T14:46:05.20Z,28.2219909,-82.1510951,-13.516,0.98,0.04,0.76,81.297,25.413,2.17,1.40659,14.10545,3,4
2017-01-17T14:46:05.40Z,28.2218277,-82.1511136,-8.815,1.00,-0.17,0.76,81.775,25.629,2.15,359.31050,29.26800,3,4
2017-01-17T14:46:05.60Z,28.2215524,-82.1511442,-0.957,0.89,0.03,0.73,82.111,25.907,2.16,1.46000,15.23566,3,4
2017-01-17T14:46:05.80Z,28.2214722,-82.1511533,1.290,0.93,0.04,0.66,80.853,25.544,2.20,2.02445,15.56733,3,4
2017-01-17T14:46:06.00Z,28.2214083,-82.1511612,2.892,0.92,0.04,0.53,79.441,25.110,2.25,2.11882,15.75412,3,4
2017-01-17T14:46:06.20Z,28.2213389,-82.1511699,4.603,0.95,0.00,0.49,78.293,24.750,2.26,0.97156,15.76610,3,4
2017-01-17T14:46:06.40Z,28.2212604,-82.1511786,6.838,0.94,0.01,0.43,77.290,24.440,2.27,0.77322,15.47671,3,4
2017-01-17T14:46:06.60Z,28.2211774,-82.1511880,9.218,0.88,0.06,0.38,76.641,24.246,2.27,2.16494,16.51059,3,4
2017-01-17T14:46:06.80Z,28.2210727,-82.1511976,12.545,0.78,0.07,0.31,75.608,23.923,2.24,3.43535,19.14264,3,4
2017-01-17T14:46:07.00Z,28.2210227,-82.1512029,13.927,0.75,0.06,0.30,74.058,23.422,2.22,3.94576,19.49513,3,4
2017-01-17T14:46:07.20Z,28.2209732,-82.1512083,15.408,0.68,0.04,0.31,72.759,23.009,2.20,3.61839,20.93717,3,4
2017-01-17T14:46:07.40Z,28.2209301,-82.1512137,16.568,0.79,0.03,0.26,71.613,22.646,2.21,2.82145,18.26844,3,4
2017-01-17T14:46:07.60Z,28.2209041,-82.1512178,17.064,0.69,0.03,0.25,70.493,22.286,2.20,2.73671,21.34147,3,4
2017-01-17T14:46:07.80Z,28.2208757,-82.1512212,17.845,0.55,0.10,0.21,69.434,21.949,2.17,4.49932,39.62939,3,4
2017-01-17T14:46:08.00Z,28.2208615,-82.1512231,18.210,0.43,-0.01,0.20,68.549,21.655,2.18,1.89608,41.46892,3,4
2017-01-17T14:46:08.20Z,28.2208473,-82.1512246,18.650,0.28,0.00,0.16,67.732,21.384,2.15,1.89608,41.46939,3,4
2017-01-17T14:46:08.40Z,28.2208424,-82.1512255,18.730,0.45,0.06,0.17,67.249,21.225,2.26,1.89608,41.46988,3,4
2017-01-17T14:46:08.60Z,28.2208282,-82.1512266,19.145,0.39,0.13,0.18,66.796,21.077,2.23,1.89608,41.47036,3,4
2017-01-17T14:46:08.80Z,28.2208153,-82.1512280,19.533,0.84,0.14,0.23,66.362,20.940,2.37,6.98931,29.87374,3,4
2017-01-17T14:46:09.00Z,28.2207983,-82.1512296,20.141,0.71,0.12,0.31,65.963,20.804,2.47,7.95903,42.64757,3,4
2017-01-17T14:46:09.20Z,28.2207825,-82.1512311,20.705,0.63,0.14,0.38,65.610,20.684,2.48,7.95903,42.64810,3,4
2017-01-17T14:46:09.40Z,28.2207548,-82.1512357,21.683,1.06,-0.06,0.53,65.197,20.548,2.71,359.65262,25.82639,3,4
