time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-01-31T14:50:30.41Z,27.8171166,-80.5003952,-7.324,-1.34,-1.15,-2.04,134.603,289.867,4.66,0.00000,46.32429,3,5
2017-01-31T14:50:30.59Z,27.8171038,-80.5004555,9.086,-1.27,-1.18,-1.96,88.365,151.935,2.40,259.90454,28.15070,3,5
2017-01-31T14:50:31.20Z,27.8169842,-80.5003774,6.547,0.08,-0.72,-0.58,27.909,36.319,0.94,232.98808,32.14436,3,7
2017-01-31T14:50:31.40Z,27.8169878,-80.5003784,3.836,0.26,-0.77,-0.25,21.325,24.634,0.72,232.98808,32.14459,3,7
2017-01-31T14:50:31.60Z,27.8169909,-80.5003769,2.355,-0.06,-0.47,-0.16,16.398,17.884,0.62,232.98808,32.14477,3,8
2017-01-31T14:50:31.79Z,27.8170074,-80.5003850,1.380,-0.10,-0.20,-0.04,13.108,13.409,0.59,232.98808,32.14493,3,8
2017-01-31T14:50:31.98Z,27.8170189,-80.5003954,1.698,-0.02,-0.05,-0.02,11.052,10.597,0.60,232.98808,32.14510,3,8
2017-01-31T14:50:32.19Z,27.8169981,-80.5004653,20.967,-0.16,0.23,0.03,23.458,36.705,0.67,232.98808,172.64384,3,8
2017-01-31T14:50:32.39Z,27.8170099,-80.5004670,21.172,0.03,0.19,0.39,18.030,23.579,1.09,232.98808,172.64390,3,8
2017-01-31T14:50:32.60Z,27.8170102,-80.5004610,20.340,-0.05,0.06,0.49,18.293,25.741,0.92,232.98808,172.64394,3,8
2017-01-31T14:50:32.80Z,27.8170186,-80.5004552,19.758,0.00,-0.09,0.43,15.880,23.485,0.87,232.98808,172.64398,3,8
2017-01-31T14:50:33.00Z,27.8170321,-80.5004431,18.576,0.20,-0.03,0.53,13.944,21.643,0.90,232.98808,172.64402,3,8
2017-01-31T14:50:33.20Z,27.8170357,-80.5004336,17.009,0.38,0.13,0.59,12.584,19.834,0.83,232.98808,172.64406,3,8
2017-01-31T14:50:33.40Z,27.8170396,-80.5004281,16.607,0.38,0.21,0.63,11.545,18.430,0.80,232.98808,172.64410,3,8
2017-01-31T14:50:33.60Z,27.8170419,-80.5004252,15.895,0.32,0.34,0.70,10.777,17.540,0.79,232.98808,172.64414,3,8
2017-01-31T14:50:33.80Z,27.8170443,-80.5004242,15.582,0.39,0.29,0.77,10.198,16.758,0.76,232.98808,172.64418,3,8
2017-01-31T14:50:34.00Z,27.8170496,-80.5004199,14.358,0.43,0.33,0.75,9.404,15.194,0.73,27.55062,44.63348,3,8
2017-01-31T14:50:34.20Z,27.8170546,-80.5004120,12.083,0.19,0.39,0.46,8.504,13.169,0.51,48.02278,40.17443,3,8
2017-01-31T14:50:34.40Z,27.8170544,-80.5004060,11.389,0.21,0.28,0.44,8.009,12.305,0.48,48.02278,40.17456,3,8
2017-01-31T14:50:34.60Z,27.8170537,-80.5004019,11.515,0.12,0.45,0.47,7.656,11.811,0.47,48.02278,40.17470,3,7
2017-01-31T14:50:34.80Z,27.8170518,-80.5003997,11.480,0.10,0.39,0.54,7.397,11.484,0.53,48.02278,40.17485,3,8
2017-01-31T14:50:35.00Z,27.8170508,-80.5003998,11.533,0.14,0.29,0.56,7.151,11.130,0.60,48.02278,40.17500,3,7
2017-01-31T14:50:35.20Z,27.8170487,-80.5003978,12.012,0.23,0.35,0.53,6.933,10.814,0.63,52.44957,41.56013,3,8
2017-01-31T14:50:35.40Z,27.8170471,-80.5003975,12.027,0.26,0.29,0.57,6.760,10.578,0.65,50.36190,44.32176,3,8
2017-01-31T14:50:35.60Z,27.8170464,-80.5003969,12.373,-0.07,0.46,0.55,6.510,10.326,0.49,75.54329,42.36138,3,8
2017-01-31T14:50:35.80Z,27.8170509,-80.5003959,13.109,0.54,0.55,0.73,6.356,10.093,0.59,57.31389,33.66143,3,8
2017-01-31T14:50:36.00Z,27.8170509,-80.5003966,13.301,0.29,0.21,0.72,6.197,9.873,0.63,57.31389,33.66165,3,8
2017-01-31T14:50:36.20Z,27.8170508,-80.5003959,13.089,0.28,0.43,0.69,6.040,9.662,0.62,57.20563,42.68779,3,8
2017-01-31T14:50:36.40Z,27.8170502,-80.5003948,12.880,0.12,0.76,0.54,5.946,9.479,0.67,74.79869,26.08877,3,8
2017-01-31T14:50:36.60Z,27.8170487,-80.5003943,13.052,-0.12,0.78,0.23,5.821,9.277,0.48,85.45722,28.70466,3,8
2017-01-31T14:50:36.80Z,27.8170478,-80.5003931,12.915,0.04,0.25,0.09,5.720,9.144,0.52,85.45722,28.70482,3,8
2017-01-31T14:50:37.00Z,27.8170475,-80.5003922,12.797,0.08,0.23,0.12,5.622,9.022,0.44,85.45722,28.70496,3,8
2017-01-31T14:50:37.20Z,27.8170465,-80.5003897,13.104,0.05,0.07,0.15,5.502,8.841,0.56,85.45722,28.70514,3,8
2017-01-31T14:50:37.40Z,27.8170426,-80.5003861,13.503,0.11,0.28,0.08,5.274,8.483,0.43,85.45722,28.70527,3,8
2017-01-31T14:50:37.60Z,27.8170406,-80.5003823,13.009,0.09,0.18,0.05,5.060,8.078,0.59,85.45722,28.70546,3,8
2017-01-31T14:50:37.80Z,27.8170382,-80.5003804,12.904,0.01,0.03,0.05,4.893,7.698,0.57,85.45722,28.70563,3,8
2017-01-31T14:50:38.00Z,27.8170411,-80.5003810,12.992,0.06,0.09,0.02,4.800,7.476,0.61,85.45722,28.70582,3,8
2017-01-31T14:50:38.20Z,27.8170415,-80.5003802,12.899,-0.01,0.02,0.05,4.703,7.244,0.41,85.45722,28.70595,3,8
2017-01-31T14:50:38.40Z,27.8170406,-80.5003795,12.592,0.02,0.00,0.10,4.629,7.071,0.42,85.45722,28.70608,3,8
2017-01-31T14:50:38.60Z,27.8170408,-80.5003777,12.311,0.02,0.20,0.18,4.554,6.915,0.48,85.45722,28.70624,3,8
2017-01-31T14:50:38.80Z,27.8170421,-80.5003779,12.277,0.04,0.10,0.20,4.416,6.627,0.46,85.45722,28.70638,3,8
2017-01-31T14:50:39.00Z,27.8170450,-80.5003806,11.744,0.07,0.20,0.19,4.312,6.425,0.47,85.45722,28.70653,3,8
2017-01-31T14:50:39.20Z,27.8170461,-80.5003819,11.513,0.05,0.15,0.18,4.221,6.252,0.48,85.45722,28.70668,3,8
2017-01-31T14:50:39.40Z,27.8170459,-80.5003828,11.660,0.17,0.26,0.10,4.173,6.168,0.48,85.45722,28.70683,3,8
2017-01-31T14:50:39.60Z,27.8170466,-80.5003843,11.505,0.13,0.17,0.10,4.075,5.976,0.46,85.45722,28.70697,3,8
2017-01-31T14:50:39.80Z,27.8170476,-80.5003850,11.267,-0.03,0.01,0.14,3.981,5.787,0.43,85.45722,28.70711,3,8
2017-01-31T14:50:40.00Z,27.8170490,-80.5003840,10.916,0.00,0.18,0.17,3.897,5.622,0.46,85.45722,28.70725,3,8
2017-01-31T14:50:40.20Z,27.8170493,-80.5003848,10.635,-0.05,0.01,0.23,3.849,5.522,0.43,85.45722,28.70739,3,8
2017-01-31T14:50:40.40Z,27.8170501,-80.5003833,10.314,0.01,0.20,0.47,3.792,5.439,0.48,85.45722,28.70755,3,8
2017-01-31T14:50:40.60Z,27.8170506,-80.5003832,10.192,0.09,-0.01,0.48,3.741,5.373,0.49,85.45722,28.70770,3,8
2017-01-31T14:50:40.80Z,27.8170511,-80.5003815,10.086,0.16,0.15,0.44,3.683,5.306,0.52,85.45722,28.70786,3,8
2017-01-31T14:50:41.00Z,27.8170505,-80.5003813,10.205,0.08,0.16,0.33,3.602,5.191,0.49,85.45722,28.70802,3,8
2017-01-31T14:50:41.20Z,27.8170526,-80.5003784,9.518,0.08,0.28,0.28,3.465,5.003,0.42,85.45722,28.70815,3,8
2017-01-31T14:50:41.40Z,27.8170512,-80.5003763,9.977,-0.13,0.51,0.05,3.371,4.915,0.35,94.12843,32.00711,3,8
2017-01-31T14:50:41.60Z,27.8170513,-80.5003761,9.642,-0.05,0.06,0.36,3.345,4.872,0.40,94.12843,32.00722,3,8
2017-01-31T14:50:41.80Z,27.8170494,-80.5003752,10.017,-0.03,0.20,0.32,3.316,4.816,0.40,94.12843,32.00734,3,8
2017-01-31T14:50:42.00Z,27.8170490,-80.5003753,10.097,0.11,0.06,0.32,3.275,4.744,0.40,94.12843,32.00745,3,8
2017-01-31T14:50:42.20Z,27.8170477,-80.5003770,10.388,-0.01,0.07,0.31,3.235,4.676,0.38,94.12843,32.00756,3,8
2017-01-31T14:50:42.40Z,27.8170482,-80.5003767,10.250,0.09,0.20,0.43,3.221,4.653,0.42,94.12843,32.00769,3,8
2017-01-31T14:50:42.60Z,27.8170491,-80.5003763,10.139,0.15,0.29,0.37,3.190,4.627,0.43,94.12843,32.00783,3,8
2017-01-31T14:50:42.80Z,27.8170496,-80.5003765,10.169,0.08,0.39,0.48,3.132,4.598,0.42,94.12843,32.00801,3,8
2017-01-31T14:50:43.00Z,27.8170497,-80.5003769,10.220,0.06,0.38,0.45,3.116,4.579,0.44,94.12843,32.00817,3,8
2017-01-31T14:50:43.20Z,27.8170505,-80.5003777,9.983,0.05,0.38,0.45,3.086,4.528,0.44,94.12843,32.00834,3,8
2017-01-31T14:50:43.40Z,27.8170505,-80.5003787,9.979,0.09,0.34,0.43,3.056,4.483,0.45,94.12843,32.00849,3,8
2017-01-31T14:50:43.60Z,27.8170497,-80.5003804,10.123,0.13,0.28,0.38,3.018,4.437,0.43,94.12843,32.00863,3,8
2017-01-31T14:50:43.80Z,27.8170488,-80.5003828,10.300,0.06,0.08,0.32,2.968,4.392,0.42,94.12843,32.00875,3,8
2017-01-31T14:50:44.00Z,27.8170491,-80.5003843,10.206,0.16,-0.05,0.31,2.938,4.367,0.41,94.12843,32.00887,3,8
2017-01-31T14:50:44.20Z,27.8170487,-80.5003852,10.131,-0.16,0.04,0.19,2.916,4.340,0.37,94.12843,32.00897,3,8
2017-01-31T14:50:44.40Z,27.8170486,-80.5003862,9.923,0.08,-0.06,0.23,2.889,4.303,0.40,94.12843,32.00909,3,8
2017-01-31T14:50:44.60Z,27.8170490,-80.5003866,9.748,-0.03,0.02,0.34,2.868,4.285,0.42,94.12843,32.00920,3,7
2017-01-31T14:50:44.80Z,27.8170495,-80.5003870,9.529,0.01,-0.01,0.39,2.849,4.260,0.47,94.12843,32.00933,3,7
2017-01-31T14:50:45.00Z,27.8170495,-80.5003871,9.584,0.20,0.06,0.36,2.831,4.242,0.49,94.12843,32.00947,3,7
2017-01-31T14:50:45.20Z,27.8170513,-80.5003879,9.092,0.14,0.11,0.48,2.792,4.209,0.48,94.12843,32.00962,3,7
2017-01-31T14:50:45.40Z,27.8170522,-80.5003887,8.960,0.11,0.40,0.32,2.763,4.149,0.44,85.89778,38.02776,3,7
2017-01-31T14:50:45.60Z,27.8170515,-80.5003898,8.815,0.08,0.36,0.33,2.745,4.116,0.39,85.89778,38.02787,3,8
2017-01-31T14:50:45.80Z,27.8170517,-80.5003923,8.857,0.07,0.04,0.32,2.722,4.085,0.42,85.89778,38.02797,3,8
2017-01-31T14:50:46.00Z,27.8170517,-80.5003936,8.925,0.17,0.23,0.29,2.701,4.070,0.41,85.89778,38.02807,3,8
2017-01-31T14:50:46.20Z,27.8170523,-80.5003944,8.689,0.00,0.14,0.38,2.678,4.051,0.44,85.89778,38.02818,3,8
2017-01-31T14:50:46.40Z,27.8170540,-80.5003931,8.448,0.27,-0.03,0.29,2.590,3.996,0.46,85.89778,38.02829,3,8
2017-01-31T14:50:46.60Z,27.8170545,-80.5003938,8.446,0.05,0.05,0.39,2.560,3.973,0.50,85.89778,38.02840,3,8
2017-01-31T14:50:46.80Z,27.8170551,-80.5003942,8.504,0.16,0.02,0.44,2.539,3.956,0.50,85.89778,38.02852,3,8
2017-01-31T14:50:47.00Z,27.8170549,-80.5003941,8.516,-0.02,0.09,0.37,2.527,3.942,0.42,85.89778,38.02862,3,8
2017-01-31T14:50:47.20Z,27.8170553,-80.5003942,8.443,0.15,0.01,0.39,2.518,3.933,0.45,85.89778,38.02873,3,8
2017-01-31T14:50:47.40Z,27.8170552,-80.5003937,8.441,0.02,0.29,0.30,2.509,3.925,0.39,85.89778,38.02883,3,8
2017-01-31T14:50:47.60Z,27.8170553,-80.5003937,8.542,0.17,0.26,0.24,2.497,3.915,0.43,85.89778,38.02893,3,8
2017-01-31T14:50:47.80Z,27.8170547,-80.5003933,8.641,-0.16,0.34,0.14,2.487,3.912,0.35,85.89778,38.02902,3,8
2017-01-31T14:50:48.00Z,27.8170539,-80.5003931,8.781,-0.14,0.15,0.10,2.479,3.907,0.38,85.89778,38.02911,3,8
2017-01-31T14:50:48.20Z,27.8170538,-80.5003927,8.613,-0.10,0.11,0.24,2.479,3.911,0.46,85.89778,38.02922,3,8
2017-01-31T14:50:48.40Z,27.8170529,-80.5003926,8.651,-0.25,0.22,0.13,2.471,3.899,0.48,85.89778,38.02933,3,8
2017-01-31T14:50:48.60Z,27.8170526,-80.5003917,8.405,-0.07,0.21,0.25,2.456,3.886,0.38,85.89778,38.02942,3,8
2017-01-31T14:50:48.80Z,27.8170530,-80.5003920,8.241,0.10,-0.20,0.35,2.447,3.875,0.43,85.89778,38.02952,3,8
2017-01-31T14:50:49.00Z,27.8170533,-80.5003917,8.189,0.23,-0.04,0.33,2.439,3.865,0.45,85.89778,38.02963,3,8
2017-01-31T14:50:49.20Z,27.8170540,-80.5003915,8.097,0.42,0.03,0.34,2.429,3.856,0.46,85.89778,38.02975,3,8
2017-01-31T14:50:49.40Z,27.8170533,-80.5003902,8.099,-0.18,0.55,0.26,2.406,3.833,0.32,95.40110,44.38864,3,8
2017-01-31T14:50:49.60Z,27.8170537,-80.5003895,7.814,-0.30,0.38,0.32,2.403,3.828,0.39,95.40110,44.38876,3,8
2017-01-31T14:50:49.80Z,27.8170529,-80.5003901,7.721,-0.41,-0.29,0.37,2.411,3.835,0.54,95.40110,44.38888,3,8
2017-01-31T14:50:50.00Z,27.8170529,-80.5003894,7.604,-0.16,0.08,0.40,2.423,3.842,0.48,95.40110,44.38898,3,8
2017-01-31T14:50:50.20Z,27.8170525,-80.5003887,7.488,-0.17,0.05,0.36,2.424,3.847,0.45,95.40110,44.38907,3,8
2017-01-31T14:50:50.40Z,27.8170531,-80.5003882,7.417,0.07,0.02,0.33,2.418,3.844,0.55,95.40110,44.38918,3,8
