time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2017-01-15T17:40:04.40Z,28.2199082,-82.1511694,-8.921,-1.62,0.66,-3.65,78.104,149.851,7.85,0.00000,51.74320,3,5
2017-01-15T17:40:04.60Z,28.2197094,-82.1511425,17.221,-0.53,0.61,-2.92,43.552,70.284,3.37,0.00000,51.74379,3,5
2017-01-15T17:40:04.80Z,28.2196645,-82.1511048,29.163,-0.67,0.39,-1.99,42.902,75.552,2.54,0.00000,51.74423,3,5
2017-01-15T17:40:05.00Z,28.2197063,-82.1510968,30.379,-0.33,0.65,-2.37,34.997,64.410,1.97,0.00000,51.74466,3,6
2017-01-15T17:40:05.20Z,28.2197641,-82.1511112,25.393,-0.63,0.53,-2.36,31.270,58.024,1.73,92.03975,37.31452,3,4
2017-01-15T17:40:05.40Z,28.2197828,-82.1511078,24.941,-0.64,0.45,-2.32,29.211,53.831,1.59,114.38206,43.58227,3,4
2017-01-15T17:40:05.60Z,28.2197994,-82.1511080,24.567,-0.70,0.67,-2.39,27.290,49.995,1.50,127.40860,36.20609,3,5
2017-01-15T17:40:05.80Z,28.2197877,-82.1511104,27.651,-0.66,0.50,-2.26,25.407,47.240,1.49,127.40860,36.20668,3,5
2017-01-15T17:40:06.00Z,28.2197811,-82.1511155,29.606,-0.57,0.74,-2.13,23.755,44.637,1.48,127.40860,36.20726,3,5
2017-01-15T17:40:06.20Z,28.2197836,-82.1511120,31.509,-0.39,0.60,-2.03,21.875,42.203,1.45,127.40860,36.20780,3,5
2017-01-15T17:40:06.40Z,28.2198043,-82.1511070,31.595,0.09,0.56,-1.85,20.479,40.114,1.41,127.40860,36.20828,3,5
2017-01-15T17:40:06.60Z,28.2198188,-82.1511093,30.983,-0.25,0.56,-1.63,19.333,38.274,1.39,127.40860,36.20871,3,5
2017-01-15T17:40:06.80Z,28.2198409,-82.1511214,27.195,-0.13,0.36,-1.32,18.134,35.834,1.25,127.40860,36.20905,3,7
2017-01-15T17:40:07.00Z,28.2198608,-82.1511302,23.962,-0.15,0.29,-1.10,17.151,33.849,1.15,127.40860,36.20934,3,7
2017-01-15T17:40:07.20Z,28.2198792,-82.1511349,21.479,-0.06,0.25,-0.96,16.254,31.910,1.06,127.40860,36.20960,3,7
2017-01-15T17:40:07.40Z,28.2198935,-82.1511408,19.193,0.10,0.36,-0.81,15.443,30.204,0.98,127.40860,36.20985,3,7
2017-01-15T17:40:07.60Z,28.2199021,-82.1511476,16.861,0.07,0.21,-0.73,14.818,28.779,0.94,127.40860,36.21009,3,7
2017-01-15T17:40:07.80Z,28.2199096,-82.1511517,14.411,-0.08,-0.01,-0.56,14.223,27.480,0.86,127.40860,36.21030,3,7
2017-01-15T17:40:08.00Z,28.2199179,-82.1511561,11.696,0.10,0.07,-0.32,13.662,26.350,0.83,127.40860,36.21050,3,7
2017-01-15T17:40:08.20Z,28.2199211,-82.1511640,9.367,0.01,0.09,-0.26,13.189,25.400,0.87,127.40860,36.21072,3,7
2017-01-15T17:40:08.40Z,28.2199227,-82.1511728,7.283,-0.03,0.07,-0.15,12.730,24.384,0.83,127.40860,36.21093,3,7
2017-01-15T17:40:08.60Z,28.2199266,-82.1511803,5.673,0.04,-0.16,-0.04,12.276,23.425,0.40,127.40860,36.21102,3,7
2017-01-15T17:40:08.80Z,28.2199313,-82.1511865,3.869,-0.02,0.01,0.09,11.860,22.562,0.64,127.40860,36.21118,3,7
2017-01-15T17:40:09.00Z,28.2199340,-82.1511914,2.571,0.00,-0.14,0.13,11.509,21.895,0.69,127.40860,36.21135,3,7
2017-01-15T17:40:09.20Z,28.2199356,-82.1511936,2.093,0.06,-0.11,0.21,11.204,21.270,0.75,127.40860,36.21154,3,7
2017-01-15T17:40:09.40Z,28.2199372,-82.1511936,2.063,0.01,-0.04,0.20,10.916,20.669,0.72,127.40860,36.21172,3,7
2017-01-15T17:40:09.60Z,28.2199386,-82.1511948,1.856,0.09,-0.23,0.26,10.658,20.161,0.74,127.40860,36.21190,3,7
2017-01-15T17:40:09.80Z,28.2199371,-82.1511965,1.684,0.08,-0.32,0.32,10.428,19.730,0.74,127.40860,36.21209,3,7
2017-01-15T17:40:10.00Z,28.2199354,-82.1511976,1.479,0.09,-0.02,0.32,10.088,19.078,0.71,127.40860,36.21226,3,8
2017-01-15T17:40:10.20Z,28.2199333,-82.1511989,1.520,0.10,-0.36,0.37,9.782,18.484,0.70,127.40860,36.21244,3,8
2017-01-15T17:40:10.40Z,28.2199294,-82.1511988,1.936,-0.08,-0.35,0.34,9.469,17.920,0.64,127.40860,36.21260,3,8
2017-01-15T17:40:10.60Z,28.2199282,-82.1511999,1.878,0.01,-0.11,0.30,9.196,17.395,0.70,127.40860,36.21277,3,8
2017-01-15T17:40:10.80Z,28.2199269,-82.1512022,1.538,-0.05,-0.34,0.42,8.948,16.896,0.67,127.40860,36.21294,3,8
2017-01-15T17:40:11.00Z,28.2199262,-82.1512021,1.741,0.40,-0.47,0.53,8.729,16.430,0.69,127.40860,36.21314,3,8
2017-01-15T17:40:11.20Z,28.2199251,-82.1512026,1.547,0.27,-0.17,0.46,8.503,16.007,0.79,127.40860,36.21334,3,8
2017-01-15T17:40:11.40Z,28.2199212,-82.1511940,2.461,0.10,0.08,0.44,8.121,15.259,0.73,127.40860,36.21352,3,8
2017-01-15T17:40:11.60Z,28.2199188,-82.1511895,4.365,-0.01,-0.14,0.47,7.803,14.618,0.63,127.40860,36.21367,3,8
2017-01-15T17:40:11.80Z,28.2199171,-82.1511848,5.316,0.57,0.09,0.16,7.568,14.202,0.70,52.39970,27.66259,3,8
2017-01-15T17:40:12.00Z,28.2199164,-82.1511809,6.102,0.36,0.08,0.23,7.356,13.716,0.74,40.24597,41.29254,3,8
2017-01-15T17:40:12.20Z,28.2199155,-82.1511807,6.212,0.13,0.03,0.32,7.209,13.403,0.74,40.24597,41.29270,3,8
2017-01-15T17:40:12.40Z,28.2199157,-82.1511803,5.807,0.46,-0.01,0.47,7.109,13.149,0.79,40.24597,41.29287,3,8
2017-01-15T17:40:12.60Z,28.2199132,-82.1511766,6.069,0.09,-0.17,0.50,7.002,12.901,0.73,40.24597,41.29303,3,8
2017-01-15T17:40:12.80Z,28.2199111,-82.1511734,5.965,0.23,-0.14,0.47,6.895,12.689,0.77,40.24597,41.29320,3,8
2017-01-15T17:40:13.00Z,28.2199094,-82.1511689,6.162,0.21,-0.22,0.44,6.779,12.502,0.73,40.24597,41.29335,3,8
2017-01-15T17:40:13.20Z,28.2199081,-82.1511667,6.277,0.09,-0.17,0.42,6.680,12.332,0.74,40.24597,41.29352,3,8
2017-01-15T17:40:13.40Z,28.2199071,-82.1511663,6.309,-0.13,-0.53,0.48,6.601,12.188,0.67,40.24597,41.29367,3,8
2017-01-15T17:40:13.60Z,28.2199068,-82.1511658,6.414,0.35,-0.03,0.36,6.504,12.056,0.72,40.24597,41.29383,3,8
2017-01-15T17:40:13.80Z,28.2199069,-82.1511652,6.350,0.38,-0.18,0.44,6.431,11.900,0.78,40.24597,41.29400,3,8
2017-01-15T17:40:14.00Z,28.2199061,-82.1511634,6.583,0.12,-0.24,0.43,6.331,11.715,0.75,40.24597,41.29416,3,8
2017-01-15T17:40:14.20Z,28.2199065,-82.1511646,6.301,0.29,-0.43,0.53,6.235,11.535,0.70,40.24597,41.29432,3,8
2017-01-15T17:40:14.40Z,28.2199065,-82.1511666,6.025,0.09,-0.19,0.45,6.142,11.349,0.73,40.24597,41.29448,3,8
2017-01-15T17:40:14.60Z,28.2199082,-82.1511670,6.293,0.10,-0.16,0.44,6.041,11.135,0.68,40.24597,41.29463,3,8
2017-01-15T17:40:14.80Z,28.2199089,-82.1511683,6.259,0.07,-0.11,0.45,5.932,10.936,0.63,40.24597,41.29477,3,8
2017-01-15T17:40:15.00Z,28.2199093,-82.1511723,5.836,-0.05,-0.12,0.44,5.807,10.747,0.59,40.24597,41.29489,3,8
2017-01-15T17:40:15.20Z,28.2199091,-82.1511749,5.445,0.11,-0.10,0.49,5.679,10.573,0.58,40.24597,41.29502,3,8
2017-01-15T17:40:15.40Z,28.2199086,-82.1511779,5.039,0.11,-0.07,0.64,5.593,10.432,0.53,40.24597,41.29516,3,8
2017-01-15T17:40:15.60Z,28.2199090,-82.1511789,4.834,0.12,-0.33,0.78,5.551,10.338,0.55,40.24597,41.29535,3,8
2017-01-15T17:40:15.80Z,28.2199097,-82.1511803,4.819,0.08,-0.36,0.75,5.507,10.247,0.58,40.24597,41.29553,3,8
2017-01-15T17:40:16.00Z,28.2199095,-82.1511816,4.641,-0.31,-0.26,0.71,5.475,10.175,0.56,40.24597,41.29571,3,8
2017-01-15T17:40:16.20Z,28.2199100,-82.1511822,4.533,0.09,-0.14,0.71,5.443,10.108,0.63,40.24597,41.29587,3,8
2017-01-15T17:40:16.40Z,28.2199097,-82.1511824,4.494,-0.13,-0.14,0.70,5.411,10.043,0.62,40.24597,41.29603,3,8
2017-01-15T17:40:16.60Z,28.2199103,-82.1511830,4.336,0.02,-0.21,0.76,5.383,9.990,0.67,40.24597,41.29620,3,8
2017-01-15T17:40:16.80Z,28.2199101,-82.1511831,4.366,0.04,-0.27,0.73,5.336,9.917,0.69,40.24597,41.29636,3,8
2017-01-15T17:40:17.00Z,28.2199099,-82.1511820,4.479,-0.19,-0.10,0.79,5.288,9.839,0.67,40.24597,41.29654,3,8
2017-01-15T17:40:17.20Z,28.2199089,-82.1511811,4.729,-0.24,-0.27,0.76,5.245,9.764,0.68,40.24597,41.29673,3,8
2017-01-15T17:40:17.40Z,28.2199086,-82.1511806,4.839,0.06,0.00,0.69,5.224,9.722,0.74,40.24597,41.29689,3,8
2017-01-15T17:40:17.60Z,28.2199087,-82.1511803,5.056,0.15,-0.13,0.63,5.180,9.657,0.80,40.24597,41.29707,3,8
2017-01-15T17:40:17.80Z,28.2199081,-82.1511792,5.247,-0.16,0.01,0.64,5.158,9.615,0.72,40.24597,41.29722,3,8
2017-01-15T17:40:18.00Z,28.2199085,-82.1511790,5.508,0.22,-0.51,0.60,5.131,9.576,0.74,40.24597,41.29740,3,8
2017-01-15T17:40:18.20Z,28.2199086,-82.1511777,6.022,0.00,-0.16,0.55,5.109,9.522,0.78,40.24597,41.29757,3,8
2017-01-15T17:40:18.40Z,28.2199085,-82.1511773,6.488,0.04,-0.29,0.46,5.084,9.466,0.75,40.24597,41.29773,3,8
2017-01-15T17:40:18.60Z,28.2199085,-82.1511768,6.620,0.13,-0.14,0.43,5.066,9.418,0.83,40.24597,41.29791,3,8
2017-01-15T17:40:18.80Z,28.2199086,-82.1511760,6.811,0.18,-0.15,0.46,5.042,9.359,0.85,40.24597,41.29810,3,8
2017-01-15T17:40:19.00Z,28.2199096,-82.1511743,7.090,0.64,0.31,0.40,5.024,9.315,0.86,30.74302,30.08028,3,8
2017-01-15T17:40:19.20Z,28.2199090,-82.1511726,7.534,0.36,-0.01,0.35,4.995,9.251,0.87,30.74302,30.08054,3,8
2017-01-15T17:40:19.40Z,28.2199073,-82.1511709,8.123,-0.08,-0.05,0.19,4.966,9.176,0.56,30.74302,30.08070,3,8
2017-01-15T17:40:19.60Z,28.2199050,-82.1511693,8.640,-0.37,-0.20,0.17,4.949,9.121,0.68,30.74302,30.08091,3,8
2017-01-15T17:40:19.80Z,28.2199036,-82.1511680,9.030,-0.31,-0.31,0.17,4.935,9.080,0.75,30.74302,30.08113,3,8
2017-01-15T17:40:20.00Z,28.2199025,-82.1511664,9.482,-0.16,-0.22,0.14,4.905,9.029,0.64,30.74302,30.08133,3,8
2017-01-15T17:40:20.20Z,28.2199012,-82.1511646,9.920,-0.13,0.00,0.14,4.868,8.976,0.55,30.74302,30.08149,3,8
2017-01-15T17:40:20.40Z,28.2199003,-82.1511645,10.228,0.19,0.03,0.17,4.825,8.923,0.58,30.74302,30.08166,3,8
2017-01-15T17:40:20.60Z,28.2199005,-82.1511648,10.337,0.53,0.03,0.26,4.791,8.881,0.74,16.50528,28.98928,3,8
2017-01-15T17:40:20.80Z,28.2198990,-82.1511661,10.666,0.04,-0.13,0.25,4.755,8.833,0.66,16.50528,28.98949,3,8
2017-01-15T17:40:21.00Z,28.2198969,-82.1511672,11.052,0.07,0.02,0.25,4.717,8.795,0.68,16.50528,28.98970,3,8
2017-01-15T17:40:21.20Z,28.2198966,-82.1511697,11.169,0.21,-0.08,0.28,4.674,8.750,0.59,16.50528,28.98988,3,8
2017-01-15T17:40:21.40Z,28.2198959,-82.1511703,11.383,-0.03,-0.35,0.28,4.633,8.697,0.52,16.50528,28.99004,3,8
2017-01-15T17:40:21.60Z,28.2198955,-82.1511701,11.375,-0.11,0.09,0.52,4.600,8.654,0.58,16.50528,28.99022,3,8
2017-01-15T17:40:21.80Z,28.2198947,-82.1511708,11.316,-0.35,-0.22,0.57,4.580,8.637,0.62,16.50528,28.99044,3,8
2017-01-15T17:40:22.00Z,28.2198954,-82.1511701,11.282,0.15,-0.08,0.60,4.564,8.620,0.65,16.50528,28.99064,3,7
2017-01-15T17:40:22.20Z,28.2198953,-82.1511702,11.170,0.11,-0.23,0.64,4.538,8.591,0.66,16.50528,28.99086,3,7
2017-01-15T17:40:22.40Z,28.2198954,-82.1511706,11.303,0.30,-0.24,0.49,4.514,8.565,0.64,16.50528,28.99106,3,7
2017-01-15T17:40:22.60Z,28.2198948,-82.1511717,11.386,0.36,-0.28,0.51,4.493,8.546,0.64,16.50528,28.99127,3,7
2017-01-15T17:40:22.80Z,28.2198942,-82.1511731,11.461,-0.04,-0.35,0.50,4.484,8.531,0.64,16.50528,28.99147,3,7
2017-01-15T17:40:23.00Z,28.2198942,-82.1511733,11.579,0.40,-0.27,0.53,4.463,8.518,0.66,0.00996,41.83334,3,7
2017-01-15T17:40:23.20Z,28.2198941,-82.1511738,11.548,0.17,-0.44,0.57,4.442,8.501,0.67,0.00996,41.83350,3,7
2017-01-15T17:40:23.40Z,28.2198940,-82.1511733,11.733,0.16,-0.25,0.51,4.440,8.493,0.72,0.00996,41.83365,3,7
2017-01-15T17:40:23.60Z,28.2198945,-82.1511743,11.750,0.10,-0.54,0.54,4.436,8.484,0.67,0.00996,41.83382,3,7
